Genus,Species,Li,Be,Na,Mg,Al,Si,P,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Rh,Ag,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Hg,Tl,Pb,Bi,Th,U
Betula,Betula pubescens,0.008264321,0.001142659,23.08456974,21.49840882,5.445714325,20.90255638,5.977372126,1207.614102,255.3922514,0.001479735,0.114756465,0.007554981,0.014496324,4.902208632,6.16583785,0.001266677,0.073549875,3.569535285,3.296665688,0.001065526,NA,NA,NA,0.177613432,8.864969497,0.000581129,0.011314337,NA,NA,NA,NA,0.001100394,0.000131826,0.006277391,NA,NA,0.000256378,0.521594741,0.00333407,0.005102071,NA,0.000649146,0.0000773,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001582897,0.016458869,NA,NA,NA,0.002093398,0.01237745,0.000591908,NA,0.000220926
