Genus,Species,Al,Si,P,S,Cl,K,Ca,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Ba,Pb,Ti,V,Cr,Ga,Ge,As,Se,Y,Zr,Nb,Mo,Cd,I,Cs,Bi,Th,U
Betula,Betula pubescens,0.000111,0.0000535,0.000298,0.001002,0.0062785,0.019044,0.083224,0.004101,0.001613,0.001406,0.000788,0.0072525,0.00008,0.000709,0.002061,0.000552,0.000355,0.00021,,,0.000105,0.0000325,,0.000023,0.000977,0.0012915,0.0011385,0.000646,0.000023,0.000122,0.000247,0.000035,0.000117,0.0003
