Genus,Species,d18O_lipidextracted,d18O_std_lipidextracted,d18O_Reference (VSMOW…),d18O_cellulose,d18O_std_cellulose,d18O_nitrated,d18O_std_nitrated,d2H_lipidextracted,d2H_std_lipidextracted,d2H_Reference (VSMOW…),d2H_cellulose,d2H_std_cellulose,d2H_cellulose_Reference (VSMOW…),d2H_nitrated,d2H_std_nitrated,d2H_nitrated_Reference (VSMOW…),d13C_lipidextracted,d13C_std_lipidextracted,d13C_Reference (VPDB...),d13C_cellulose,d13C_std_cellulose,d13C_cellulose_Reference (VPDB...),d13C_nitrated,d13C_std_nitrated,d13C_nitrated_Reference (VPDB...),d15N_lipidextracted,d15N_std_lipidextracted,d15N_lipidextracted_Reference (Air...),d15N_cellulose,d15N_std_cellulose,d15N_cellulose_Reference (Air...),d15Nnitrated,d15N_std_nitrated,d15Nnitrated_Reference (Air...),d34S_lipidextracted,d34S_std_lipidextracted,d34S_lipidextracted_Reference (VCDT...),d34S_cellulose,d34S_std_cellulose,d34S_cellulose_Reference (VCDT...),d34Snitrated,d34S_std_nitrated,d34Snitrated_Reference (VCDT...)
Betula,Betula pubescens,23.33,0.45,VSMOW,,,,,-126.19,2.73,VSMOW,,,,-107.52,2.35,VSMOW,-26.62,0.78,VPDB,,,,,,,-2.18,1.35,Air,,,,,,,3.93,0.99,VCDT,,,,,,
